STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor2,RECIPIENT,Recipient3,SECTOR,Sector4,MEASURE,Measure5,CHANNEL,Channel6,MODALITY,Modality7,FLOW_TYPE,Flow type,PRICE_BASE,Price base,MD_DIM,Drilldown dimension,MD_ID,Microdata ID,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals8,DONOR_AGENCY,Donor agency,OECD_ID,OECD ID,DONOR_PROJECT_ID,Donor project ID,REGION,Region9,INCOME_GROUP,Income group,CHANNELDELIVERY_CODE,Channel of delivery code,CHANNELDELIVERY_NAME,Channel of delivery name,CATEGORY_CODE,Category code,CATEGORY_NAME,Category name,FINANCETYPE_CODE,FinanceType code,FINANCETYPE_NAME,FinanceType name,BIMULTI_CODE,BiMulti code,SHORT_DESCRIPTION,Short description,PROJECT_TITLE,Project title,LONG_DESCRIPTION,Long description,SDG_FOCUS,SDG focus,GENDER_EQUALITY,Gender equality,ENVIRONMENT,Environment10,GOVERNANCE,Governance11,RMNCH,RMNCH12,DRR,DRR13,NUTRITION,Nutrition14,DISABILITY,Disability15,BIODIVERSITY,Biodiversity16,CLIMATE_MITIGATION,Climate mitigation,CLIMATE_ADAPTATION,Climate adaptation,DESERTIFICATION,Desertification17,AMOUNT_TIED,Amount tied,AMOUNT_UNTIED,Amount untied,AMOUNT_PARTIALLY_UNTIED,Amount partially untied,NATURE_OF_SUBMISSION,Nature of submission,PSIFLAG_CODE,PSI flag,PSIFLAG_NAME,PSI Flag name
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,11430,Advanced technical and managerial training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2020,,2.895072,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,12263,Tuberculosis control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2020,,0.656404,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,113,Secondary education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2020,,6.791082,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,12250,Infectious disease control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2020,,3.316505,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12281,Health personnel development,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,3.228343,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12263,Tuberculosis control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,1.551505,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,122,Basic health,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,60.487584,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,120,Health,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,98.116715,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12182,Medical research,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,0.129499,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,11330,Vocational training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,0.395027,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,112,Basic education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,57.484232,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12261,Health education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,1.544484,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12191,Medical services,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2016,,7.143349,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,11420,Higher education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,2.516329,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12230,Basic health infrastructure,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,0.963495,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12110,Health policy and administrative management,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,6.701649,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12181,Medical education/training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,0.226851,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,114,Post-secondary education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,2.588324,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,111,"Education, level unspecified",100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,10.330491,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,11110,Education policy and administrative management,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,5.288252,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,121,"Health, general",100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,8.19304,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,110,Education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,65.42936,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12220,Basic health care,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,26.11773,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,11230,Basic life skills for adults,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,3.208749,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,11220,Primary education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,48.519221,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,11120,Education facilities and training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,4.051261,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12262,Malaria control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2018,,6.213989,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,BGD,Bangladesh,12110,Health policy and administrative management,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2015,,37.761511,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,BGD,Bangladesh,122,Basic health,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2015,,102.025597,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,BGD,Bangladesh,12182,Medical research,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2015,,2.008672,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,BGD,Bangladesh,11120,Education facilities and training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2015,,13.137945,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,BGD,Bangladesh,12261,Health education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2015,,0.898692,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,BGD,Bangladesh,111,"Education, level unspecified",100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2015,,23.509565,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,BGD,Bangladesh,12263,Tuberculosis control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2015,,17.476848,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,ETH,Ethiopia,12263,Tuberculosis control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2019,,5.783322,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,ETH,Ethiopia,11430,Advanced technical and managerial training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2019,,3.20801,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,ETH,Ethiopia,12262,Malaria control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2019,,55.075531,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,ETH,Ethiopia,11231,Basic life skills for youth,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2019,,0.342868,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,ETH,Ethiopia,12250,Infectious disease control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2019,,5.614664,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,ETH,Ethiopia,11240,Early childhood education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2019,,3.806574,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12220,Basic health care,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,41.749015,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,11120,Education facilities and training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,9.935075,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12262,Malaria control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,5.458457,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SSD,South Sudan,12264,COVID-19 control,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,43.660942,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,12261,Health education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,0.917355,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,122,Basic health,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,75.263914,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,12230,Basic health infrastructure,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,3.868549,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,11220,Primary education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,6.35369,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,11130,Teacher training,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,0.64076,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,11182,Educational research,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,0.016434,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,11420,Higher education,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,11.006016,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFLOW,OECD.DCD.FSD:DSD_CRS@DF_CRS(1.4),CRS: Creditor Reporting System (flows),I,DAC,DAC countries,SDN,Sudan,12240,Basic nutrition,100,Official Development Assistance,_T,All channels,_T,All modalities,D,Disbursements,Q,Constant prices,_T,Aggregate,0,,USD,US dollar,2021,,4.041158,,2023,,A,Normal value,6,Millions,3,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
